Путь;Имя файла;№ поля;Имя поля;Тип;Тип (расшифровка);Длина;Знаков после запятой;Флаги
ARXIV/UDH3/Vfp98/Tools/Addlabel/LABELS.DBF;LABELS.DBF;1;TYPE;C;символьный;12;0;
ARXIV/UDH3/Vfp98/Tools/Addlabel/LABELS.DBF;LABELS.DBF;2;ID;C;символьный;12;0;
ARXIV/UDH3/Vfp98/Tools/Addlabel/LABELS.DBF;LABELS.DBF;3;NAME;C;символьный;24;0;
ARXIV/UDH3/Vfp98/Tools/Addlabel/LABELS.DBF;LABELS.DBF;4;READONLY;L;логический;1;0;
ARXIV/UDH3/Vfp98/Tools/Addlabel/LABELS.DBF;LABELS.DBF;5;CKVAL;N;числовой;6;0;
ARXIV/UDH3/Vfp98/Tools/Addlabel/LABELS.DBF;LABELS.DBF;6;DATA;M;memo (текст);10;0;
ARXIV/UDH3/Vfp98/Tools/Addlabel/LABELS.DBF;LABELS.DBF;7;UPDATED;D;дата;8;0;
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPFLDS.DBF;TEMPFLDS.DBF;1;TEMPID;C;символьный;7;0;
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPFLDS.DBF;TEMPFLDS.DBF;2;FIELDNAME;C;символьный;10;0;
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPFLDS.DBF;TEMPFLDS.DBF;3;FIELDDESC;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPFLDS.DBF;TEMPFLDS.DBF;4;FIELDREPL;C;символьный;128;0;
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPSTYL.DBF;TEMPSTYL.DBF;1;TEMPID;C;символьный;7;0;
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPSTYL.DBF;TEMPSTYL.DBF;2;TEMPNAME;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPSTYL.DBF;TEMPSTYL.DBF;3;TEMPDESC;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPSTYL.DBF;TEMPSTYL.DBF;4;HTXFILE;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/QUERYLOG.DBF;QUERYLOG.DBF;1;TIMESTAMP;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/QUERYLOG.DBF;QUERYLOG.DBF;2;IDCFILE;C;символьный;32;0;
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/QUERYLOG.DBF;QUERYLOG.DBF;3;PARAMETERS;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/FONT2MAC.DBF;FONT2MAC.DBF;1;RULE;C;символьный;254;0;
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/FONT2WIN.DBF;FONT2WIN.DBF;1;RULE;C;символьный;254;0;
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/REDBTTNS.DBF;REDBTTNS.DBF;1;RULE;C;символьный;254;0;
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/ZOOMBOX.DBF;ZOOMBOX.DBF;1;RULE;C;символьный;254;0;
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.DBF;APPWIZ.DBF;1;TYPE;C;символьный;24;0;
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.DBF;APPWIZ.DBF;2;DATA1;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.DBF;APPWIZ.DBF;3;APPWIZDATA;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;1;FIELD_NAME;C;символьный;128;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;2;FIELD_TYPE;C;символьный;1;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;3;FIELD_LEN;N;числовой;3;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;4;FIELD_DEC;N;числовой;3;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;5;FIELD_NULL;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;6;FIELD_NOCP;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;7;FIELD_DEFA;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;8;FIELD_RULE;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;9;FIELD_ERR;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;10;TABLE_RULE;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;11;TABLE_ERR;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;12;TABLE_NAME;C;символьный;128;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;13;INS_TRIG;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;14;UPD_TRIG;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;15;DEL_TRIG;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;BLDSTRUC.DBF;16;TABLE_CMT;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDER.DBF;BUILDER.DBF;1;NAME;C;символьный;45;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDER.DBF;BUILDER.DBF;2;DESCRIPT;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDER.DBF;BUILDER.DBF;3;BITMAP;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDER.DBF;BUILDER.DBF;4;TYPE;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDER.DBF;BUILDER.DBF;5;PROGRAM;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDER.DBF;BUILDER.DBF;6;CLASSLIB;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDER.DBF;BUILDER.DBF;7;CLASSNAME;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDER.DBF;BUILDER.DBF;8;PARMS;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;1;TYPE;C;символьный;12;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;2;ID;C;символьный;24;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;3;LINKS;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;4;TEXT;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;5;DESC;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;6;CLASSNAME;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;7;CLASSLIB;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;8;MEMBER;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;9;HELPFILE;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;10;HELPID;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;11;TOP;N;числовой;6;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;12;LEFT;N;числовой;6;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;13;HEIGHT;N;числовой;6;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;14;WIDTH;N;числовой;6;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;15;ROWSRCTYPE;N;числовой;1;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;16;ROWSOURCE;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;17;STYLE;N;числовой;1;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;18;VALIDEXPR;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;19;READONLY;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;20;UPDONCHNG;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;21;UPDATED;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;22;COMMENT;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;BUILDERD.DBF;23;USER;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/FDKEYWRD.DBF;FDKEYWRD.DBF;1;TOKEN;C;символьный;22;0;
ARXIV/UDH3/Vfp98/Wizards/FDKEYWRD.DBF;FDKEYWRD.DBF;2;CODE;C;символьный;5;0;
ARXIV/UDH3/Vfp98/Wizards/FRMSTYL2.DBF;FRMSTYL2.DBF;1;STYLENAME;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/FRMSTYL2.DBF;FRMSTYL2.DBF;2;VCXFILE;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/FRMSTYL2.DBF;FRMSTYL2.DBF;3;STYLEDESC;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/FRMSTYL2.DBF;FRMSTYL2.DBF;4;STYLETYPE;C;символьный;1;0;
ARXIV/UDH3/Vfp98/Wizards/FRMSTYL2.DBF;FRMSTYL2.DBF;5;WIZARD;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/FRMSTYL2.DBF;FRMSTYL2.DBF;6;ONEMANY;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/FRMSTYL2.DBF;FRMSTYL2.DBF;7;BUILDER;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/FRMSTYL2.DBF;FRMSTYL2.DBF;8;BMPFILE;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/FRMSTYL2.DBF;FRMSTYL2.DBF;9;PREMETHOD;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/FRMSTYL2.DBF;FRMSTYL2.DBF;10;POSTMETHOD;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/RPTSTYLE.DBF;RPTSTYLE.DBF;1;STYLENAME;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/RPTSTYLE.DBF;RPTSTYLE.DBF;2;STYLEHBMP;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/RPTSTYLE.DBF;RPTSTYLE.DBF;3;STYLEVBMP;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/RPTSTYLE.DBF;RPTSTYLE.DBF;4;STYLEMBMP;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/RPTSTYLE.DBF;RPTSTYLE.DBF;5;STYLEHFILE;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/RPTSTYLE.DBF;RPTSTYLE.DBF;6;STYLEVFILE;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/RPTSTYLE.DBF;RPTSTYLE.DBF;7;STYLEMFILE;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/WIZARD.DBF;WIZARD.DBF;1;NAME;C;символьный;45;0;
ARXIV/UDH3/Vfp98/Wizards/WIZARD.DBF;WIZARD.DBF;2;DESCRIPT;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/WIZARD.DBF;WIZARD.DBF;3;BITMAP;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/WIZARD.DBF;WIZARD.DBF;4;TYPE;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/WIZARD.DBF;WIZARD.DBF;5;PROGRAM;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/WIZARD.DBF;WIZARD.DBF;6;CLASSLIB;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/WIZARD.DBF;WIZARD.DBF;7;CLASSNAME;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/WIZARD.DBF;WIZARD.DBF;8;PARMS;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/_FRAMEWK.DBF;_FRAMEWK.DBF;1;FNAME;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/_FRAMEWK.DBF;_FRAMEWK.DBF;2;CONTENTS;M;memo (текст);4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/_FRAMEWK.DBF;_FRAMEWK.DBF;3;DESCR;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;1;ADDRESSID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;2;FIRSTNAME;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;3;LASTNAME;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;4;SPOUSENAME;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;5;ADDRESS;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;6;CITY;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;7;STATEORPRO;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;8;POSTALCODE;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;9;COUNTRY;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;10;EMAILADDRE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;11;HOMEPHONE;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;12;WORKPHONE;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;13;WORKEXTENS;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;14;FAXNUMBER;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;15;BIRTHDATE;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;16;SENDCARD;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Address Book/Data/addresses.dbf;addresses.dbf;17;NOTES;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;1;ASSETID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;2;ASSETDESCR;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;3;EMPLOYEEID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;4;ASSETCATEG;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;5;STATUSID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;6;MODELNUMBE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;7;SERIALNUMB;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;8;BARCODENUM;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;9;DATEACQUIR;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;10;DATESOLD;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;11;PURCHASEPR;Y;денежный;8;4;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;12;DEPRECIATI;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;13;DEPRECIABL;B;неизвестный;8;2;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;14;SALVAGEVAL;Y;денежный;8;4;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;15;CURRENTVAL;Y;денежный;8;4;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;16;COMMENTS;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;17;DESCRIPTIO;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/ASSETS.DBF;ASSETS.DBF;18;NEXTSCHEDM;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/STATUS.DBF;STATUS.DBF;1;STATUSID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/STATUS.DBF;STATUS.DBF;2;STATUS;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/asset categories.dbf;asset categories.dbf;1;ASSETCATEG;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/asset categories.dbf;asset categories.dbf;2;ASSETCATE2;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/depreciation.dbf;depreciation.dbf;1;DEPRECIATI;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/depreciation.dbf;depreciation.dbf;2;ASSETID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/depreciation.dbf;depreciation.dbf;3;DEPRECIAT2;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/depreciation.dbf;depreciation.dbf;4;DEPRECIAT3;Y;денежный;8;4;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/employees.dbf;employees.dbf;1;EMPLOYEEID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/employees.dbf;employees.dbf;2;FIRSTNAME;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/employees.dbf;employees.dbf;3;LASTNAME;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/employees.dbf;employees.dbf;4;TITLE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/employees.dbf;employees.dbf;5;EXTENSION;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/employees.dbf;employees.dbf;6;WORKPHONE;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/employees.dbf;employees.dbf;7;OFFICELOCA;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/maintenance.dbf;maintenance.dbf;1;MAINTENANC;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/maintenance.dbf;maintenance.dbf;2;ASSETID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/maintenance.dbf;maintenance.dbf;3;MAINTENAN2;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/maintenance.dbf;maintenance.dbf;4;MAINTENAN3;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/maintenance.dbf;maintenance.dbf;5;MAINTENAN4;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Asset Tracking/Data/maintenance.dbf;maintenance.dbf;6;MAINTENAN5;Y;денежный;8;4;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/AUTHORS.DBF;AUTHORS.DBF;1;AUTHOR_ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/AUTHORS.DBF;AUTHORS.DBF;2;FIRST_NAME;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/AUTHORS.DBF;AUTHORS.DBF;3;LAST_NAME;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/AUTHORS.DBF;AUTHORS.DBF;4;NOTES;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/AUTHORS.DBF;AUTHORS.DBF;5;ADDRESS;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/AUTHORS.DBF;AUTHORS.DBF;6;CITY;C;символьный;25;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/AUTHORS.DBF;AUTHORS.DBF;7;STATE;C;символьный;2;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/AUTHORS.DBF;AUTHORS.DBF;8;ZIP;C;символьный;10;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/AUTHORS.DBF;AUTHORS.DBF;9;PHONE;C;символьный;17;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/AUTHORS.DBF;AUTHORS.DBF;10;FAX;C;символьный;17;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/AUTHORS.DBF;AUTHORS.DBF;11;EMAIL;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/AUTO_IDS.DBF;AUTO_IDS.DBF;1;ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/AUTO_IDS.DBF;AUTO_IDS.DBF;2;TABLE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/BOOKAUTH.DBF;BOOKAUTH.DBF;1;BOOK_ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/BOOKAUTH.DBF;BOOKAUTH.DBF;2;AUTHOR_ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/BOOKS.DBF;BOOKS.DBF;1;BOOK_ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/BOOKS.DBF;BOOKS.DBF;2;TITLE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/BOOKS.DBF;BOOKS.DBF;3;TOPIC_ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/BOOKS.DBF;BOOKS.DBF;4;COPYRIGHT_;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/BOOKS.DBF;BOOKS.DBF;5;ISBN_NUMBE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/BOOKS.DBF;BOOKS.DBF;6;PUBLISHER_;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/BOOKS.DBF;BOOKS.DBF;7;PURCHASE_P;Y;денежный;8;4;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/BOOKS.DBF;BOOKS.DBF;8;COVERTYPE;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/BOOKS.DBF;BOOKS.DBF;9;DATE_PURCH;D;дата;8;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/BOOKS.DBF;BOOKS.DBF;10;PAGES;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/BOOKS.DBF;BOOKS.DBF;11;NOTES;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/TOPICS.DBF;TOPICS.DBF;1;TOPIC_ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Books/Data/TOPICS.DBF;TOPICS.DBF;2;TOPIC;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Contact/Data/CALLS.DBF;CALLS.DBF;1;CALL_ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Contact/Data/CALLS.DBF;CALLS.DBF;2;CONTACT_ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Contact/Data/CALLS.DBF;CALLS.DBF;3;CALL_DATE;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Contact/Data/CALLS.DBF;CALLS.DBF;4;CALL_TIME;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Contact/Data/CALLS.DBF;CALLS.DBF;5;SUBJECT;C;символьный;254;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Contact/Data/CALLS.DBF;CALLS.DBF;6;NOTES;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Contact/Data/CONTACTS.DBF;CONTACTS.DBF;1;CONTACT_ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Contact/Data/CONTACTS.DBF;CONTACTS.DBF;2;FIRST_NAME;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Contact/Data/CONTACTS.DBF;CONTACTS.DBF;3;LAST_NAME;C;символьный;50;0;
