Путь;Каталог;Имя файла;Расширение;Размер, байт;Изменён;Разбор;Формат по содержимому;Статус
ARXIV/UDH3/Vfp98/Gallery/Graphics/DATAWIZ.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;DATAWIZ.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/EXCEL.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;EXCEL.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/FILE.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;FILE.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/FORM.BMP;ARXIV/UDH3/Vfp98/Gallery/Graphics;FORM.BMP;.bmp;238;1998-06-03 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/FORM.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;FORM.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/FORMWIZ.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;FORMWIZ.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/FRMSTYLE.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;FRMSTYLE.ICO;.ico;766;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/GIF.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;GIF.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/HELP.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;HELP.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/INTERNET.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;INTERNET.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/JPEG.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;JPEG.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/LABEL.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;LABEL.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/LABELWIZ.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;LABELWIZ.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/MENU.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;MENU.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Gallery/Graphics;MSCREATE.DIR;.dir;0;2004-07-20 18:09:26;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/MUSIC.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;MUSIC.ICO;.ico;766;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/OUTLOOK.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;OUTLOOK.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/PICTURE.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;PICTURE.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/PROGRAM.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;PROGRAM.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/PROJECT.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;PROJECT.ICO;.ico;766;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/PowerPoint.ico;ARXIV/UDH3/Vfp98/Gallery/Graphics;PowerPoint.ico;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/REPORT.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;REPORT.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/RPTSTYLE.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;RPTSTYLE.ICO;.ico;766;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/RPTWIZ.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;RPTWIZ.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/SAMPLE.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;SAMPLE.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/TABLE.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;TABLE.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/TABLEWIZ.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;TABLEWIZ.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/TEXT.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;TEXT.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/TOOLS.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;TOOLS.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/VIDEO.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;VIDEO.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/VIEW.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;VIEW.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/WEBDOC.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;WEBDOC.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/WEBFILE.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;WEBFILE.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/WEBSITE.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;WEBSITE.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/WIZARD.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;WIZARD.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Graphics/WORD.ICO;ARXIV/UDH3/Vfp98/Gallery/Graphics;WORD.ICO;.ico;1078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Media/CHIMES.WAV;ARXIV/UDH3/Vfp98/Gallery/Media;CHIMES.WAV;.wav;15932;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Media/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Gallery/Media;MSCREATE.DIR;.dir;0;2004-07-20 18:09:26;;;ok
ARXIV/UDH3/Vfp98/Gallery/Media/SEARCH.AVI;ARXIV/UDH3/Vfp98/Gallery/Media;SEARCH.AVI;.avi;20796;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Media/beethoven's fur elise.rmi;ARXIV/UDH3/Vfp98/Gallery/Media;beethoven's fur elise.rmi;.rmi;21312;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Media/dance of the sugar-plum fairy.rmi;ARXIV/UDH3/Vfp98/Gallery/Media;dance of the sugar-plum fairy.rmi;.rmi;20906;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Media/gold weave.bmp;ARXIV/UDH3/Vfp98/Gallery/Media;gold weave.bmp;.bmp;32850;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Gallery/Media/metal links.bmp;ARXIV/UDH3/Vfp98/Gallery/Media;metal links.bmp;.bmp;36182;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/FOXTOOLS.CHM;ARXIV/UDH3/Vfp98/Tools;FOXTOOLS.CHM;.chm;39404;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Tools;MSCREATE.DIR;.dir;0;2004-07-20 18:09:22;;;ok
ARXIV/UDH3/Vfp98/Tools/Addlabel/ADDLABEL.APP;ARXIV/UDH3/Vfp98/Tools/Addlabel;ADDLABEL.APP;.app;143313;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Addlabel/LABELS.DBF;ARXIV/UDH3/Vfp98/Tools/Addlabel;LABELS.DBF;.dbf;6622;1998-05-24 19:00:00;DBF;FoxPro 2.x с memo (.fpt);ok
ARXIV/UDH3/Vfp98/Tools/Addlabel/LABELS.FPT;ARXIV/UDH3/Vfp98/Tools/Addlabel;LABELS.FPT;.fpt;11520;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Addlabel/LABELS.REG;ARXIV/UDH3/Vfp98/Tools/Addlabel;LABELS.REG;.reg;8643;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Addlabel/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Tools/Addlabel;MSCREATE.DIR;.dir;0;2004-07-20 18:09:28;;;ok
ARXIV/UDH3/Vfp98/Tools/Analyzer/ANALYZER.APP;ARXIV/UDH3/Vfp98/Tools/Analyzer;ANALYZER.APP;.app;25803;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Analyzer/ANALYZER.PJT;ARXIV/UDH3/Vfp98/Tools/Analyzer;ANALYZER.PJT;.pjt;21496;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Analyzer/ANALYZER.PJX;ARXIV/UDH3/Vfp98/Tools/Analyzer;ANALYZER.PJX;.pjx;1843;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Analyzer/ANALYZER.PRG;ARXIV/UDH3/Vfp98/Tools/Analyzer;ANALYZER.PRG;.prg;8799;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Analyzer/JUMP.MNT;ARXIV/UDH3/Vfp98/Tools/Analyzer;JUMP.MNT;.mnt;1256;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Analyzer/JUMP.MNX;ARXIV/UDH3/Vfp98/Tools/Analyzer;JUMP.MNX;.mnx;1617;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Analyzer/JUMP.SCT;ARXIV/UDH3/Vfp98/Tools/Analyzer;JUMP.SCT;.sct;13775;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Analyzer/JUMP.SCX;ARXIV/UDH3/Vfp98/Tools/Analyzer;JUMP.SCX;.scx;3322;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Analyzer/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Tools/Analyzer;MSCREATE.DIR;.dir;0;2004-07-20 18:09:28;;;ok
ARXIV/UDH3/Vfp98/Tools/Analyzer/README.TXT;ARXIV/UDH3/Vfp98/Tools/Analyzer;README.TXT;.txt;1531;1998-05-26 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/CONPROCS.PRG;ARXIV/UDH3/Vfp98/Tools/Convert;CONPROCS.PRG;.prg;75773;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/CONVERT.H;ARXIV/UDH3/Vfp98/Tools/Convert;CONVERT.H;.h;29466;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/CONVERT.PJT;ARXIV/UDH3/Vfp98/Tools/Convert;CONVERT.PJT;.pjt;447040;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/CONVERT.PJX;ARXIV/UDH3/Vfp98/Tools/Convert;CONVERT.PJX;.pjx;3273;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/CONVERT.PRG;ARXIV/UDH3/Vfp98/Tools/Convert;CONVERT.PRG;.prg;273039;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/CVTALERT.H;ARXIV/UDH3/Vfp98/Tools/Convert;CVTALERT.H;.h;1430;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/CVTALERT.VCT;ARXIV/UDH3/Vfp98/Tools/Convert;CVTALERT.VCT;.vct;52928;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/CVTALERT.VCX;ARXIV/UDH3/Vfp98/Tools/Convert;CVTALERT.VCX;.vcx;5174;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/FOREIGN.H;ARXIV/UDH3/Vfp98/Tools/Convert;FOREIGN.H;.h;755;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/FOREIGN.PRG;ARXIV/UDH3/Vfp98/Tools/Convert;FOREIGN.PRG;.prg;31806;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/GENERIC.PRG;ARXIV/UDH3/Vfp98/Tools/Convert;GENERIC.PRG;.prg;268;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/MIGDB4.H;ARXIV/UDH3/Vfp98/Tools/Convert;MIGDB4.H;.h;441;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/MIGDB4.PRG;ARXIV/UDH3/Vfp98/Tools/Convert;MIGDB4.PRG;.prg;52242;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/MIGNAVPR.TXT;ARXIV/UDH3/Vfp98/Tools/Convert;MIGNAVPR.TXT;.txt;5051;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Tools/Convert;MSCREATE.DIR;.dir;0;2004-07-20 18:09:28;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/SPRTHERM.VCT;ARXIV/UDH3/Vfp98/Tools/Convert;SPRTHERM.VCT;.vct;28672;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/SPRTHERM.VCX;ARXIV/UDH3/Vfp98/Tools/Convert;SPRTHERM.VCX;.vcx;4629;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/TRANSPRT.H;ARXIV/UDH3/Vfp98/Tools/Convert;TRANSPRT.H;.h;11785;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Convert/TRANSPRT.PRG;ARXIV/UDH3/Vfp98/Tools/Convert;TRANSPRT.PRG;.prg;394749;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Cpzero/CPZERO.PRG;ARXIV/UDH3/Vfp98/Tools/Cpzero;CPZERO.PRG;.prg;3958;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Cpzero/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Tools/Cpzero;MSCREATE.DIR;.dir;0;2004-07-20 18:09:28;;;ok
ARXIV/UDH3/Vfp98/Tools/Filer/FILER.DLL;ARXIV/UDH3/Vfp98/Tools/Filer;FILER.DLL;.dll;40960;1998-06-08 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Filer/FILER.ICO;ARXIV/UDH3/Vfp98/Tools/Filer;FILER.ICO;.ico;1086;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Filer/FILER.SCT;ARXIV/UDH3/Vfp98/Tools/Filer;FILER.SCT;.sct;47078;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Filer/FILER.SCX;ARXIV/UDH3/Vfp98/Tools/Filer;FILER.SCX;.scx;6265;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Filer/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Tools/Filer;MSCREATE.DIR;.dir;0;2004-07-20 18:09:28;;;ok
ARXIV/UDH3/Vfp98/Tools/Gendbc/GENDBC.PRG;ARXIV/UDH3/Vfp98/Tools/Gendbc;GENDBC.PRG;.prg;52158;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Gendbc/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Tools/Gendbc;MSCREATE.DIR;.dir;0;2004-07-20 18:09:28;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/DNARROW.BMP;ARXIV/UDH3/Vfp98/Tools/Hexedit;DNARROW.BMP;.bmp;146;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/DNBOTTOM.BMP;ARXIV/UDH3/Vfp98/Tools/Hexedit;DNBOTTOM.BMP;.bmp;146;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/HEXEDIT.APP;ARXIV/UDH3/Vfp98/Tools/Hexedit;HEXEDIT.APP;.app;93575;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/HEXEDIT.PJT;ARXIV/UDH3/Vfp98/Tools/Hexedit;HEXEDIT.PJT;.pjt;5115;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/HEXEDIT.PJX;ARXIV/UDH3/Vfp98/Tools/Hexedit;HEXEDIT.PJX;.pjx;2493;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/HEXEDIT.PRG;ARXIV/UDH3/Vfp98/Tools/Hexedit;HEXEDIT.PRG;.prg;372;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/HEXEDIT.SCT;ARXIV/UDH3/Vfp98/Tools/Hexedit;HEXEDIT.SCT;.sct;106615;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/HEXEDIT.SCX;ARXIV/UDH3/Vfp98/Tools/Hexedit;HEXEDIT.SCX;.scx;15966;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/HEXEDIT.VCT;ARXIV/UDH3/Vfp98/Tools/Hexedit;HEXEDIT.VCT;.vct;21240;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/HEXEDIT.VCX;ARXIV/UDH3/Vfp98/Tools/Hexedit;HEXEDIT.VCX;.vcx;2013;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/LEFT.BMP;ARXIV/UDH3/Vfp98/Tools/Hexedit;LEFT.BMP;.bmp;130;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Tools/Hexedit;MSCREATE.DIR;.dir;0;2004-07-20 18:09:28;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/RIGHT.BMP;ARXIV/UDH3/Vfp98/Tools/Hexedit;RIGHT.BMP;.bmp;130;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/UPARROW.BMP;ARXIV/UDH3/Vfp98/Tools/Hexedit;UPARROW.BMP;.bmp;146;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Hexedit/UPTOP.BMP;ARXIV/UDH3/Vfp98/Tools/Hexedit;UPTOP.BMP;.bmp;146;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Tools/Inetwiz;MSCREATE.DIR;.dir;0;2004-07-20 18:09:26;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPFLDS.CDX;ARXIV/UDH3/Vfp98/Tools/Inetwiz;TEMPFLDS.CDX;.cdx;4608;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPFLDS.DBF;ARXIV/UDH3/Vfp98/Tools/Inetwiz;TEMPFLDS.DBF;.dbf;1924;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPFLDS.FPT;ARXIV/UDH3/Vfp98/Tools/Inetwiz;TEMPFLDS.FPT;.fpt;1128;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPSTYL.CDX;ARXIV/UDH3/Vfp98/Tools/Inetwiz;TEMPSTYL.CDX;.cdx;7680;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPSTYL.DBF;ARXIV/UDH3/Vfp98/Tools/Inetwiz;TEMPSTYL.DBF;.dbf;516;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/TEMPSTYL.FPT;ARXIV/UDH3/Vfp98/Tools/Inetwiz;TEMPSTYL.FPT;.fpt;3968;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/WWWPAGE.APP;ARXIV/UDH3/Vfp98/Tools/Inetwiz;WWWPAGE.APP;.app;401271;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/FOXSM.GIF;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;FOXSM.GIF;.gif;762;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;MSCREATE.DIR;.dir;0;2004-07-20 18:09:26;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/MYCGI.C;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;MYCGI.C;.c;6092;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/NET13.ICO;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;NET13.ICO;.ico;766;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/QUERYLOG.DBF;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;QUERYLOG.DBF;.dbf;392;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/QUERYLOG.FPT;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;QUERYLOG.FPT;.fpt;512;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/SERVER.APP;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;SERVER.APP;.app;34208;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/SERVER.PJT;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;SERVER.PJT;.pjt;25587;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/SERVER.PJX;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;SERVER.PJX;.pjx;1973;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/SERVER.PRG;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;SERVER.PRG;.prg;33616;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/SERVER.SCT;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;SERVER.SCT;.sct;6376;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/SERVER.SCX;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;SERVER.SCX;.scx;1905;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/SPECROOT.SCT;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;SPECROOT.SCT;.sct;5879;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/SPECROOT.SCX;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;SPECROOT.SCX;.scx;2559;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/START.PRG;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;START.PRG;.prg;972;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/VFP.JPG;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;VFP.JPG;.jpg;84469;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/VFPCGI.EXE;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;VFPCGI.EXE;.exe;55808;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/VFPCGI.MAK;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;VFPCGI.MAK;.mak;5956;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/VFPCGI.MDP;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;VFPCGI.MDP;.mdp;39936;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server/VFPCGI.NCB;ARXIV/UDH3/Vfp98/Tools/Inetwiz/Server;VFPCGI.NCB;.ncb;50176;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Tools/Transfrm;MSCREATE.DIR;.dir;0;2004-07-20 18:09:26;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/TRANSFRM.APP;ARXIV/UDH3/Vfp98/Tools/Transfrm;TRANSFRM.APP;.app;103952;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/TRANSFRM.H;ARXIV/UDH3/Vfp98/Tools/Transfrm;TRANSFRM.H;.h;1736;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/TRANSFRM.ICO;ARXIV/UDH3/Vfp98/Tools/Transfrm;TRANSFRM.ICO;.ico;766;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/TRANSFRM.PJT;ARXIV/UDH3/Vfp98/Tools/Transfrm;TRANSFRM.PJT;.pjt;29679;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/TRANSFRM.PJX;ARXIV/UDH3/Vfp98/Tools/Transfrm;TRANSFRM.PJX;.pjx;1713;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/TRANSFRM.PRG;ARXIV/UDH3/Vfp98/Tools/Transfrm;TRANSFRM.PRG;.prg;31510;1998-05-24 19:00:00;;;ok
