Путь;Имя файла;№ листа;Имя листа;Видимость;Тип листа;Строка заголовка;Диапазон;Кол-во колонок;Заголовки;Заголовок: статус;Ошибка
ARXIV/Təhvil Abşeron/Buzovna.xls;Buzovna.xls;16;Лист2;visible;worksheet;2;A1:Q748;14;Ərizə | Tex. Pasp. | Qeyd.vəs. | Arayışı | Əmrdən çıxarış | Müayinə aktı | Qərar. Çıxar. | Arayiş | Sərənc Çıxarış | Alqı-satqı müqav. | Digər sənəd. | Qiymətləndirmə Cədvəli | İnven. N-si | Qeyd N-si;найден;
ARXIV/Təhvil Abşeron/Hökməli-Xird-Masaz.Goradil abşeron.xls;Hökməli-Xird-Masaz.Goradil abşeron.xls;1;Sheet1;visible;worksheet;4;A2:J24;7;N= | Adı Soyadı | Qəsəbə | Ünvan-kücə | Ev | İnv N | Rees N;найден;
ARXIV/Təhvil Abşeron/Hökməli-Xird-Masaz.Goradil abşeron.xls;Hökməli-Xird-Masaz.Goradil abşeron.xls;2;Sheet2;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Hökməli-Xird-Masaz.Goradil abşeron.xls;Hökməli-Xird-Masaz.Goradil abşeron.xls;3;Sheet3;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Kohne Bine.xls;Kohne Bine.xls;1;Лист3;visible;worksheet;2;A1:R436;14;Ərizə | Texniki pasport | Qeyd.vəs. | Müayinə aktı | Sovx. Ərizəsi | Sovx. Arayışı | Əmrdən çıxarış | Qərardan çıxarış | Order | Alqı-satqı müqav. | Vərəsəlik şəhadət. | Digər sənədlər | İnventaN-si | Qeyd N-si;найден;
ARXIV/Təhvil Abşeron/Kohne Bine.xls;Kohne Bine.xls;2;Лист1;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Kohne Bine.xls;Kohne Bine.xls;3;Лист2;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Kohne Hovsan.xls;Kohne Hovsan.xls;1;Лист1;visible;worksheet;2;A1:U1010;18;Ərizə | Tex. Pasp. | Qeyd.vəs. | Müay. aktı | Sovx. Əriz. | Sovx. Arayışı | Əmrdən çıxarış | İstismara Qəbul Aktı | Qərar. Çıxar. | Sərənc Çıxarış | Order | Alqı-satqı müqav. | Vərəs. şəhad. | Digər sənəd. | Qiymətləndirmə Cədvəli | İnven. N-si | Qeyd N-si | Qeyd;найден;
ARXIV/Təhvil Abşeron/Kohne Hovsan.xls;Kohne Hovsan.xls;2;Лист2;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Kohne Hovsan.xls;Kohne Hovsan.xls;3;Лист3;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Kohne Kurdaxani.xls;Kohne Kurdaxani.xls;1;Лист1;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Kohne Kurdaxani.xls;Kohne Kurdaxani.xls;2;Лист2;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Kohne Kurdaxani.xls;Kohne Kurdaxani.xls;3;Лист3;visible;worksheet;2;A1:T713;16;Ərizə | Tex. Pasp. | Qeyd.vəs. | Müay. aktı | Sovx. Əriz. | Sovx. Arayışı | Əmrdən çıxarış | Qərar. Çıxar. | Sərənc Çıxarış | Order | Alqı-satqı müqav. | Vərəs. şəhad. | Digər sənəd. | İnven. N-si | Qeyd N-si | Qeyd;найден;
ARXIV/Təhvil Abşeron/Kohne Mashtaga.xls;Kohne Mashtaga.xls;1;Лист1;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Kohne Mashtaga.xls;Kohne Mashtaga.xls;2;Лист2;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Kohne Mashtaga.xls;Kohne Mashtaga.xls;3;Лист3;visible;worksheet;2;A1:U435;16;Ərizə | Tex. Pasp. | Qeyd.vəs. | Müay. aktı | Sovx. Əriz. | Sovx. Arayışı | Əmrdən çıxarış | Qərar. Çıxar. | Sərənc Çıxarış | Order | Alqı-satqı müqav. | Vərəs. şəhad. | Digər sənəd. | İnven. N-si | Qeyd N-si | Qeyd;найден;
ARXIV/Təhvil Abşeron/Kohne Turkan.xls;Kohne Turkan.xls;1;Лист1;visible;worksheet;6;A1:U854;16;Ərizə | Tex. Pasp. | Qeyd.vəs. | Müay. aktı | Sovx. Əriz. | Sovx. Arayışı | Əmrdən çıxarış | Qərar. Çıxar. | Sərənc Çıxarış | Order | Alqı-satqı müqav. | Vərəs. şəhad. | Digər sənəd. | İnven. N-si | Qeyd N-si | Tor ve dair AKT;найден;
ARXIV/Təhvil Abşeron/Kohne Turkan.xls;Kohne Turkan.xls;2;Лист2;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Kohne Turkan.xls;Kohne Turkan.xls;3;Лист3;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Novxanı-apşeron.xls;Novxanı-apşeron.xls;1;Sheet1;visible;worksheet;7;A3:G32;4;№ | Soyadı, adı, atasının adı | İnven № | Qeyd №;найден;
ARXIV/Təhvil Abşeron/Novxanı-apşeron.xls;Novxanı-apşeron.xls;2;Sheet2;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Novxanı-apşeron.xls;Novxanı-apşeron.xls;3;Sheet3;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Ramana.xls;Ramana.xls;1;Лист1;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Ramana.xls;Ramana.xls;2;Лист2;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Ramana.xls;Ramana.xls;3;Лист3;visible;worksheet;2;A1:R870;15;Ünvan | Ərizə | Texniki pasport | Qeyd.vəs. | Müayinə aktı | Sovx. Ərizəsi | Sovx. Arayışı | Əmrdən çıxarış | Qərardan çıxarış | Order | Alqı-satqı müqav. | Vərəsəlik şəhadət. | Digər sənədlər | İnventaN-si | Qeyd N-si;найден;
ARXIV/Təhvil Abşeron/Sabuncu.xls;Sabuncu.xls;1;Лист1;visible;worksheet;2;A1:T1006;16;Ərizə | Tex. Pasp. | Qeyd.vəs. | Müay. aktı | Sovx. Əriz. | Sovx. Arayışı | Əmrdən çıxarış | Qərar. Çıxar. | Sərənc Çıxarış | Order | Alqı-satqı müqav. | Vərəs. şəhad. | Digər sənəd. | İnven. N-si | Qeyd N-si | Qeyd;найден;
ARXIV/Təhvil Abşeron/Sabuncu.xls;Sabuncu.xls;2;Лист2;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Sabuncu.xls;Sabuncu.xls;3;Лист3;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Sovxoz uchun sihayi Köhnə və təzə.xls;Sovxoz uchun sihayi Köhnə və təzə.xls;1;Çıxarış;visible;worksheet;2;A1:C5186;3;№ | Soyadı,adı,atasının adı | Reyestr nömrəsi;найден;
ARXIV/Təhvil Abşeron/Sovxoz uchun sihayi Köhnə və təzə.xls;Sovxoz uchun sihayi Köhnə və təzə.xls;2;Köhnə;visible;worksheet;3;B2:G63;3;№ | Soyadı,Adı,Atasının adı | Reyestr nömrəsi;найден;
ARXIV/Təhvil Abşeron/Sovxoz uchun sihayi Köhnə və təzə.xls;Sovxoz uchun sihayi Köhnə və təzə.xls;3;Лист3;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Suraxanı zeyt Apşer.xls;Suraxanı zeyt Apşer.xls;1;Sheet1;visible;worksheet;2;A1:E119;4;№ | Soyadı, adı, atasının adı | İnven № | Qeyd №;найден;
ARXIV/Təhvil Abşeron/Suraxanı zeyt Apşer.xls;Suraxanı zeyt Apşer.xls;2;Sheet2;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Suraxanı zeyt Apşer.xls;Suraxanı zeyt Apşer.xls;3;Sheet3;visible;worksheet;;A1;0;;лист пуст;
ARXIV/Təhvil Abşeron/Zeytun Tam.xls;Zeytun Tam.xls;1;Лист1;visible;worksheet;2;A1:S3376;16;Soyadı, adı, atasının adı | Ünvan | Ərizə | Tex Pasp | Qeydvəs | Arayışı | Əmrdən çıxarış | Müayinə aktı | Qərar. Çıxar. | Arayiş | Sərənc Çıxarış | Alqı-satqı müqav. | Digər sənəd. | Qiymətləndirmə Cədvəli | İnven. №-si | Qeyd №-si;найден;
ARXIV/Təhvil Abşeron/Zeytun Tam.xls;Zeytun Tam.xls;2;Лист2;visible;worksheet;2;A1:Q748;14;Ərizə | Tex. Pasp. | Qeyd.vəs. | Arayışı | Əmrdən çıxarış | Müayinə aktı | Qərar. Çıxar. | Arayiş | Sərənc Çıxarış | Alqı-satqı müqav. | Digər sənəd. | Qiymətləndirmə Cədvəli | İnven. N-si | Qeyd N-si;найден;
Qeydiyyat/Buzovna.xlsm;Buzovna.xlsm;1;Filtr;visible;worksheet;;A1:G6;0;;не найден: в верхних строках только данные;
Qeydiyyat/Buzovna.xlsm;Buzovna.xlsm;2;Siyahida olanlar;visible;worksheet;2;A1:O11739;14;Sıra sayı | Fiziki şəxsin soyadı, adı və atasının adı | KTM-nin arayışının veriima tarixi | Torpaq sahəsinin öiçüsü | Torpaq sahəsinin yerləşdiyi yer | KTM-nin arayışında sahəsi (ha) | Reyestrdən çıxarışda sahəsi (ha) | Qeydiyyat nömrəsi | İcra tarixi | Mülkiyyətçi | Qeyd | Reyestr nömrəsi | Rayon | Qəsəbə, kənd;найден;
Qeydiyyat/Buzovna.xlsm;Buzovna.xlsm;3;Siyahida olmayanlar;visible;worksheet;3;A1:G31;6;Sıra sayı | Fiziki şəxsin soyadı, adı və atasının adı | Sənəd üzrə sahəsi (ha) | Reyestrdən çıxarışda sahəsi (ha) | Qeydiyyat nömrəsi | Xüsusi qeydlər;найден;
Qeydiyyat/Buzovna.xlsm;Buzovna.xlsm;4;Лист1;visible;worksheet;3;A1:J40;8;Siyahıda nömrəsi | KTM-nin arayışında sahəsi (ha) | Reyestrdən çıxarışda sahəsi (ha) | Qeydiyyat nömrəsi | Siyahıda nömrəsi | KTM-nin arayışında sahəsi (ha) | Reyestrdən çıxarışda sahəsi (ha) | Qeydiyyat nömrəsi;найден;
Qeydiyyat/Buzovna.xlsm;Buzovna.xlsm;5;Verilmish hesabatlar;visible;worksheet;2;A2:D10;3;İlk tarix (daxil olmaqla) | Son tarix (daxil olmaqla) | Say;найден;
Qeydiyyat/Buzovna.xlsm;Buzovna.xlsm;6;2430130243;visible;worksheet;;A1;0;;лист пуст;
Qeydiyyat/Buzovna.xlsm;Buzovna.xlsm;7;Siyahida olanlar-Yeni;visible;worksheet;2;A1:O11744;13;Sıra sayı | Sıra sayı | Fiziki şəxsin soyadı, adı və atasının adı | KTM-nin arayışının veriima tarixi | Torpaq sahəsinin öiçüsü | Torpaq sahəsinin yerləşdiyi yer | KTM-nin arayışında sahəsi (ha) | Reyestrdən çıxarışda sahəsi (ha) | Qeydiyyat nömrəsi | İcra tarixi | Mülkiyyətçi | Qeyd | Əmr və Qərar;найден;
Qeydiyyat/Buzovna.xlsm;Buzovna.xlsm;8;Siyahida olanlar (3);visible;worksheet;2;A1:M11744;12;Sıra sayı | Fiziki şəxsin soyadı, adı və atasının adı | KTM-nin arayışının veriima tarixi | Torpaq sahəsinin öiçüsü | Torpaq sahəsinin yerləşdiyi yer | KTM-nin arayışında sahəsi (ha) | Reyestrdən çıxarışda sahəsi (ha) | Qeydiyyat nömrəsi | İcra tarixi | Mülkiyyətçi | Qeyd | Əmr və Qərar;найден;
Qeydiyyat/Pirsagi-Kurdexani.xlsx;Pirsagi-Kurdexani.xlsx;1;Hesabat;visible;worksheet;3;A3:D6;3;İcra olunub | İcra olunmayıb | Cəmi siyahı üzrə;найден;
Qeydiyyat/Pirsagi-Kurdexani.xlsx;Pirsagi-Kurdexani.xlsx;2;Pirsagi;visible;worksheet;3;A1:I148;8;No | Soyadı, adı və atasının adı | Layihə №-si | Ümumi torpaq sahəsi (kv.m) | Yolun təhkim hissəsinə düşən torpaq sahəsi (kv.m) | Ərizə nömrəsi | Reyestr üzrə ümumi torpaq sahəsi kv.m | Köhnə reyestr nömrəsi;найден;
Qeydiyyat/Pirsagi-Kurdexani.xlsx;Pirsagi-Kurdexani.xlsx;3;Kurdexani;visible;worksheet;3;A1:I77;8;No | Soyadı, adı və atasının adı | Layihə №-si | Ümumi torpaq sahəsi (kv.m) | Yolun təhkim hissəsinə düşən torpaq sahəsi (kv.m) | Ərizə nömrəsi | Reyestr üzrə ümumi torpaq sahəsi kv.m | Köhnə reyestr nömrəsi;найден;
Qeydiyyat/Pirsagi-Kurdexani.xlsx;Pirsagi-Kurdexani.xlsx;4;İcra olunanlar;visible;worksheet;3;A3:N147;14;REYESTR | Reyestr tarixi | Rayon | İlkin ərizə nömrəsi | İlkin mülkiyyətçi | Ünvan | Mülkiyyət forması | Zona əmsalı | Təyin | Kateqoriya | Əvvəlki ID | Umumi Sahəsi (kvm) | Faktiki sahəsi (kvm) | Qiyməti (min manat);найден;
Qeydiyyat/Pirsagi-Kurdexani.xlsx;Pirsagi-Kurdexani.xlsx;5;Pirsagi+Kurdexani;visible;worksheet;3;A1:K226;7;No | Soyadı, adı və atasının adı | Layihə №-si | Ümumi torpaq sahəsi (kv.m) | Yolun təhkim hissəsinə düşən torpaq sahəsi (kv.m) | Ərizə nömrəsi | Reyestr üzrə ümumi torpaq sahəsi kv.m;найден;
Qeydiyyat/Pirsagi-Kurdexani.xlsx;Pirsagi-Kurdexani.xlsx;6;Лист1;visible;worksheet;;A1:C3;0;;не найден: в верхних строках только данные;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;1;Baki-auksion;visible;worksheet;1;A1:N5747;8;Sıra №-si | Rayon | Obyektin adı | Fiziki şəxsin adı | Ünvanı | Şəhadətnamə | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;2;Q,yas-icara;visible;worksheet;1;A1:J7939;8;№ | Rayonun adı | Obyektin adı | Sahəsi | Unvan | şəhadətnamə № | Qovluq | səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;3;Dub-Sah-al-Baki;visible;worksheet;1;A1:J115;8;Sıra №-si | Rayon | Obyektin adı | Fiziki şəxsin adı | Ünvanı | Şəhadətnamə №-si | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;4;Torpaq;visible;worksheet;1;A1:J3051;9;Sıra | Rayonun adı | Alıcının adı | Obyektin adı | Torpaq sahəsi (kv.m.) | Ünvanı | Şəhadətnamə №-si | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;5;Birge Mus.-BM;visible;worksheet;1;A1:I40;8;Sıra №-si | Rayon | Şəhadətnamə verilir (Hüquqi şəxsi adı, fiziki şəxsin S.A.A.) | Əmlak | Ünvan | Şəhadətnamə | Qovluq | səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;6;Investisiya-sahadatnama;visible;worksheet;1;A1:I43;8;Sıra №-si | Rayon | Şəhadətnamə verilir (Hüquqi şəxsi adı, fiziki şəxsin S.A.A.) | Əmlak | Ünvan | Şəhadətnamə | Qovluq | səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;7;Rayon-sah-alava;visible;worksheet;1;A1:I1840;8;Sıra №-si | Rayon | Obyektin adı | Fiziki şəxsin adı | Ünvanı | Şəhadətnamə №-si | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;8;avadanliqlar-arayis;visible;worksheet;1;A1:I193;8;Sıra №-si | Rayon | Obyektin adı | Fiziki şəxsin adı | Ünvanı | Arayışın №-si | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;9;Mulkuyat;visible;worksheet;1;A1:O12467;12;Sıra №-si | Rayon | Şəhadətnamə verilir (Hüquqi şəxsi adı, fiziki şəxsin S.A.A.) | Obyekt | Ünvan | Şəhadətnamə | Qovluq | Səhifə | İlkin mülkiyyətçi | Qeydiyyat nömrəsi | Reyestr nömrəsi | Qeyd;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;10;Rayon-hamisi-auksion;visible;worksheet;1;A1:J11346;8;Sıra №-si | Rayon | Obyektin adı | Fiziki şəxsin adı | Ünvanı | Şəhadətnamə | Qovluq | səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;worksheet;1;A1:T14817;19;Qeyd | m | Kr | KOT | Ş | Şəhad | Şəhadətnamənin tarixi | Müq. | Müq. | Müq.tarixi | F.İ.O. | Obyektin adı | 1 | 0.15 | Arayış n. | Qovluq | Qəbzin n. | Q.tarixi | Qovluq;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;12;deideik;visible;worksheet;1;A1:L180;11;Sıra №-si | Rayon | Əmlakın tərkibi (Obyektin adı) | Şəhadətnamə verilir (Fiziki şəxsin adı) | Əmlakın ümumi sahəsi | Tikinti altı torpaq sahəsi | Ümumi torpaq sahəsi | Ünvanı | Şəhadətnamə №-si | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;13;emdk;visible;worksheet;1;A1:I140;9;Sıra №-si | Rayon | Əmlakın tərkibi (Obyektin adı) | Müqavilə verilir (Fiziki şəxsin adı) | Əmlakın ümumi sahəsi | Ünvanı | Müqavilənin nömrəsi | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;14;auks-ərazi 2006-2009;visible;worksheet;1;A1:O461;12;Sıra №-si | Rayon | Əmlakın tərkibi (Obyektin adı) | Şəhadətnamə verilir (Fiziki şəxsin adı) | Əmlakın ümumi sahəsi | Tikinti altı torpaq sahəsi | Ümumi torpaq sahəsi | Ünvanı | Registr nömrəsi | Şəhadətnamə №-si | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;15;qarış 2006-2009;visible;worksheet;1;A1:I225;9;Sıra №-si | Rayon | Əmlakın tərkibi (Obyektin adı) | Şəhadətnamə verilir (Fiziki şəxsin adı) | Əmlakın ümumi sahəsi | Ünvanı | Şəhadətnamə №-si | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;16;emdk2;visible;worksheet;1;A1:L461;9;Sıra №-si | Rayon | Əmlakın tərkibi (Obyektin adı) | Müqavilə verilir (Fiziki şəxsin adı) | Əmlakın ümumi sahəsi | Ünvanı | Müqavilə №-si | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;17;mülk 2008-2009;visible;worksheet;1;A1:M773;11;Sıra №-si | Rayon | Obyektin adı-şəhadətnamə verilir | Əmlakın ümumi sahəsi | Tikinti altı torpaq sahəsi | Ümumi torpaq sahəsi | Ünvanı | Hansı yol ilə özəlləşib | Şəhadətnamə №-si | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;18;Icara-DEIEDK-EMDK;visible;worksheet;1;A1:M886;12;№ | Rayonun adı | Şəhadətnamə verilir | Əmlakın ümumi sahəsi | Tikinti altı torpaq sahəsi | Ümumi torpaq sahəsi | Ünvanı | Balanssaxlayıcı | Şəhadətnamə və müqavilənin №-si | Registr nömrəsi | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;19;Icara-EMDK;visible;worksheet;1;A1:I839;8;№ | Rayonun adı | Müqavilə (Şəhadətnamə) verilir | Əmlakın ümumi sahəsi | Ünvanı | Şəhadətnamə və Müqavilə №-si | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;20;torp 2008-2010;visible;worksheet;1;A1:L1139;8;Rayonun adı | Şəhadətnamə verilir | Obyektin adı | Torpaq sahəsi (kv.m.) | Ünvanı | Şəhadətnamə və ƏMDK-də müqavilələrin №-si | Qovluq | Səhifə;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;21;eidk;visible;worksheet;1;A1:L1139;10;eidk | Rayonun adı | Müqavilə verilir | Obyektin adı | Torpaq sahəsi (kv.m.) | Ünvanı | ƏMDK-də müqavilələrin №-si | Qovluq | Səhifə | ƏMDK;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;22;registr 2as;visible;worksheet;9;A1:O54;13;№ | müqavilənin nömrəsi | müqavilənin tarixi | alıcının adı | əmlakın adı | əmlakın ünvanı | torpaq sahəsi kv.m | əmlakın regist kodu | Alt hissənin kodu | rayon | Balans saxlayıcı təşkilatın kodu | Balans saxlayıcı (keçmiş balans saxlayıcı təşkilatın adı) | Baş idarə (keçmiş baş idarə);найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;23;2 rüb;visible;worksheet;6;A1:S120;15;№ | müqavilənin tipi | müqavilənin nömrəsi | müqavilənin tarixi | alıcının adı | əmlakın adı | əmlakın ünvanı | sahə kv.m | mərtəbə | rayon | registr nömrəsi | alt hissənin nömrəsi | Balans saxlayıcı təşkilatın kodu | Balans saxlayıcı (keçmiş balans saxlayıcı təşkilatın adı) | Baş idarə (keçmiş baş idarə);найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;24;1 rüb as;visible;worksheet;8;A1:O74;13;№ | müqavilənin nömrəsi | müqavilənin tarixi | alıcının adı | əmlakın adı | əmlakın ünvanı | torpaq sahəsi kv.m | əmlakın regist kodu | Alt hissənin kodu | rayon | Balans saxlayıcı təşkilatın kodu | Balans saxlayıcı (keçmiş balans saxlayıcı təşkilatın adı) | Baş idarə (keçmiş baş idarə);найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;25;1 rüb;visible;worksheet;15;A1:P112;15;№ | müqavilənin tipi | müqavilənin nömrəsi | müqavilənin tarixi | alıcının adı | əmlakın adı | əmlakın ünvanı | sahə kv.m | mərtəbə | rayon | registr nömrəsi | alt hissənin nömrəsi | Balans saxlayıcı təşkilatın kodu | Balans saxlayıcı (keçmiş balans saxlayıcı təşkilatın adı) | Baş idarə (keçmiş baş idarə);найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;26;abş;visible;worksheet;2;A1:Q1298;15;Ünvan | Ərizə | Tex Pasp | Qeydvəs | Arayışı | Əmrdən çıxarış | Müayinə aktı | Qərar. Çıxar. | Arayiş | Sərənc Çıxarış | Alqı-satqı müqav. | Digər sənəd. | Qiymətləndirmə Cədvəli | İnven. №-si | Qeyd №-si;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;27;buzovna;visible;worksheet;2;A1:Q1900;15;Ünvan | Ərizə | Tex Pasp | Qeydvəs | Arayışı | Əmrdən çıxarış | Müayinə aktı | Qərar. Çıxar. | Arayiş | Sərənc Çıxarış | Alqı-satqı müqav. | Digər sənəd. | Qiymətləndirmə Cədvəli | İnven. №-si | Qeyd №-si;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;28;zeyt tam;visible;worksheet;2;A1:Q1258;15;Ünvan | Ərizə | Tex Pasp | Qeydvəs | Arayışı | Əmrdən çıxarış | Müayinə aktı | Qərar. Çıxar. | Arayiş | Sərənc Çıxarış | Alqı-satqı müqav. | Digər sənəd. | Qiymətləndirmə Cədvəli | İnven. №-si | Qeyd №-si;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;29;sov üçün siy köhnə;visible;worksheet;2;A1:E5186;3;№ | Soyadı,adı,atasının adı | Reyestr nömrəsi;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;30;çixarış sov üçün siy;visible;worksheet;3;B2:G63;3;№ | Soyadı,Adı,Atasının adı | Reyestr nömrəsi;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;31;sov üçün siy;visible;worksheet;2;A1:E905;3;№ | Soyadı,adı,atasının adı | Reyestr nömrəsi;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;32;sabunçu;visible;worksheet;2;A1:T1004;16;Ərizə | Tex. Pasp. | Qeyd.vəs. | Müay. aktı | Sovx. Əriz. | Sovx. Arayışı | Əmrdən çıxarış | Qərar. Çıxar. | Sərənc Çıxarış | Order | Alqı-satqı müqav. | Vərəs. şəhad. | Digər sənəd. | İnven. N-si | Qeyd N-si | Qeyd;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;33;ramana;visible;worksheet;2;A1:R870;15;Ünvan | Ərizə | Texniki pasport | Qeyd.vəs. | Müayinə aktı | Sovx. Ərizəsi | Sovx. Arayışı | Əmrdən çıxarış | Qərardan çıxarış | Order | Alqı-satqı müqav. | Vərəsəlik şəhadət. | Digər sənədlər | İnventaN-si | Qeyd N-si;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;34;köhnə türkan;visible;worksheet;6;A1:S94;16;Ərizə | Tex. Pasp. | Qeyd.vəs. | Müay. aktı | Sovx. Əriz. | Sovx. Arayışı | Əmrdən çıxarış | Qərar. Çıxar. | Sərənc Çıxarış | Order | Alqı-satqı müqav. | Vərəs. şəhad. | Digər sənəd. | İnven. N-si | Qeyd N-si | Tor ve dair AKT;найден;
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;35;köhnə maşt;visible;worksheet;2;A1:S425;16;Ərizə | Tex. Pasp. | Qeyd.vəs. | Müay. aktı | Sovx. Əriz. | Sovx. Arayışı | Əmrdən çıxarış | Qərar. Çıxar. | Sərənc Çıxarış | Order | Alqı-satqı müqav. | Vərəs. şəhad. | Digər sənəd. | İnven. N-si | Qeyd N-si | Qeyd;найден;
